customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5320-BRKGK,Female,False,True,True,58,True,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,False,Mailed check,75.8,4415.75,False
1345-ZUKID,Male,False,False,False,14,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.35,324.8,False
0750-EKNGL,Male,False,False,False,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.75,141.1,False
5685-IIXLY,Female,False,True,True,5,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,83.6,404.2,True
0516-VRYBW,Female,False,False,True,18,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),20.15,390.85,True
1069-QJOEE,Male,False,True,True,25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,19.9,505.45,False
3174-AKMAS,Female,False,True,False,46,True,No,DSL,No,Yes,No,Yes,Yes,No,Two year,True,Credit card (automatic),64.2,3009.5,False
2207-NHRJK,Male,False,False,False,1,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,False,Electronic check,50.8,50.8,True
0623-GDISB,Female,False,False,False,1,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),48.45,48.45,False
7570-WELNY,Female,False,True,False,68,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,True,Bank transfer (automatic),84.7,5711.05,False
6954-OOYZZ,Male,False,True,False,18,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),44.35,768.05,False
6496-JDSSB,Female,False,False,False,8,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Bank transfer (automatic),80.0,624.6,False
2616-FLVQC,Male,False,False,False,64,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.55,1240.15,False
2865-TCHJW,Female,True,False,False,4,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,89.2,346.2,True
4671-VJLCL,Female,False,False,False,63,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,True,Credit card (automatic),79.85,4861.45,False
4525-VZCZG,Male,False,False,True,54,True,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,True,Electronic check,105.85,5826.65,False
0536-ESJEP,Male,False,True,False,54,True,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,True,Bank transfer (automatic),74.55,4191.45,False
0270-THENM,Male,False,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,False,Bank transfer (automatic),69.85,5102.35,False
1636-NTNCO,Male,True,False,False,4,False,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,True,Credit card (automatic),50.95,207.35,False
1227-UDMZR,Female,False,True,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),91.15,6637.9,False
9000-PLFUZ,Female,True,True,False,60,False,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,True,Credit card (automatic),49.45,2907.55,False
6319-IEJWJ,Male,False,True,True,20,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,90.2,1776.55,True
9112-WSNPU,Female,True,False,False,35,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,70.55,2419.0,False
3097-NNSPB,Female,False,False,False,2,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),49.05,91.1,True
1853-ARAAQ,Female,False,False,False,26,False,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),50.35,1277.5,False
4559-UWIHT,Male,False,True,False,14,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Electronic check,82.65,1185.0,False
5240-IJOQT,Male,True,False,False,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.7,74.7,True
5642-MHDQT,Female,False,True,True,53,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),19.85,1039.45,False
7926-IJOOU,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),19.3,19.3,False
5567-GZKQY,Male,False,False,False,58,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.3,1131.5,False
4256-ZWTZI,Female,False,False,True,5,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Mailed check,51.0,286.8,False
0678-RLHVP,Female,False,False,False,53,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,False,Electronic check,105.55,5682.25,False
6469-QJKZW,Female,False,True,False,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,20.15,91.4,False
6988-CJEYV,Male,False,False,False,49,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,False,Electronic check,98.7,4920.55,False
3703-VAVCL,Male,False,True,True,2,True,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,False,Credit card (automatic),90.0,190.05,True
3750-CKVKH,Male,False,False,False,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,67.75,116.65,True
6424-ELEYH,Female,False,True,False,3,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),74.75,229.5,True
4626-GYCZP,Male,False,False,False,7,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,93.85,635.6,True
2599-CZABP,Male,False,True,False,14,True,No,DSL,No,No,No,No,No,No,One year,False,Electronic check,44.6,641.25,False
7780-OTDSO,Male,False,True,False,18,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,99.4,1742.95,True
5022-KVDQT,Male,False,False,False,27,True,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Electronic check,81.3,2272.8,False
8232-CTLKO,Female,False,True,True,66,True,No,DSL,Yes,No,No,No,Yes,No,Two year,True,Electronic check,59.75,3996.8,False
5129-HHMZC,Female,False,True,False,43,True,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,False,Credit card (automatic),86.45,3574.5,False
6993-YGFJV,Male,False,True,False,69,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),112.55,7806.5,False
3144-KMTWZ,Male,False,True,False,71,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Bank transfer (automatic),93.25,6669.45,False
5371-VYLSX,Female,True,False,False,50,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,True,Electronic check,83.4,4113.7,False
4163-HFTUK,Male,False,False,False,51,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,19.1,1007.8,False
7336-RLLRH,Male,False,True,False,27,True,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,False,Mailed check,80.85,2204.35,False
1403-GYAFU,Male,False,True,True,70,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.05,1360.25,False
4713-LZDRV,Female,True,False,False,2,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,79.6,195.05,True
1213-NGCUN,Female,False,False,False,6,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Bank transfer (automatic),49.65,267.35,True
4523-WXCEF,Female,False,True,False,59,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,False,Electronic check,101.1,6039.9,True
5747-PMBSQ,Male,True,True,False,10,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,True,Mailed check,92.5,934.1,True
4021-RQSNY,Male,True,True,False,29,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,98.5,3004.15,True
6621-YOBKI,Male,False,False,False,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.35,92.75,False
4094-NSEDU,Female,True,False,False,21,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.25,1973.75,True
6341-AEVKX,Female,False,True,False,62,True,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,True,Electronic check,104.3,6613.65,False
6479-SZPLM,Male,False,True,True,36,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.45,754.5,False
6776-TLWOI,Male,False,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.85,64.55,True
0106-UGRDO,Female,False,True,False,69,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,116.0,8182.85,False
4030-VPZBD,Female,False,False,False,2,False,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,30.9,59.05,True
3106-ULWFW,Female,False,True,False,8,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Credit card (automatic),85.2,627.4,True
1078-TDCRN,Female,True,True,False,3,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,30.75,82.85,False
7359-PTSXY,Male,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,45.75,45.75,True
4315-MURBD,Female,False,False,False,12,True,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),98.9,1120.95,True
4360-PNRQB,Male,False,False,False,18,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),75.6,1395.05,False
6344-SFJVH,Female,False,False,False,20,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Credit card (automatic),24.9,505.95,False
7854-EDSSA,Male,False,False,False,22,True,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,False,Electronic check,59.0,1254.7,True
1809-DMJHQ,Female,False,False,True,5,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,46.0,221.7,True
1535-VTJOQ,Female,False,False,False,24,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.15,553.0,False
9091-WTUUY,Male,False,True,True,64,True,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,False,Mailed check,69.25,4447.75,False
6559-PDZLR,Male,False,False,False,26,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,98.65,2537.0,False
9090-SGQXL,Male,True,True,False,68,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,105.3,7299.65,True
2525-GVKQU,Female,False,False,False,60,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.6,1093.0,False
2519-TWKFS,Male,False,True,True,25,True,Yes,DSL,No,No,No,Yes,No,No,One year,True,Mailed check,55.1,1466.1,False
5044-XDPYX,Female,False,True,False,51,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,25.5,1281.25,False
4646-QZXTF,Female,False,True,False,7,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,False,Bank transfer (automatic),81.25,580.1,False
5986-WWXDV,Male,False,False,True,39,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),19.35,779.2,False
1027-LKKQQ,Female,False,True,True,72,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),80.45,5886.85,False
1194-HVAIF,Female,False,True,False,27,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,False,Credit card (automatic),95.0,2462.55,False
9711-FJTBX,Male,False,True,True,56,True,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,True,Mailed check,85.85,4793.8,False
7416-CKTEP,Female,False,True,False,57,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),19.6,1134.25,False
6591-QGOYB,Male,False,False,False,17,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,True,Bank transfer (automatic),106.65,1672.1,False
5909-ECHUI,Female,False,False,False,1,True,No,DSL,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,56.25,56.25,True
7601-GNDYK,Male,False,True,True,35,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.6,686.95,False
5924-IFQTT,Male,False,True,True,13,True,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,True,Electronic check,72.8,930.05,False
2984-RGEYA,Female,False,True,True,69,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.75,1375.4,False
9374-YOLBJ,Female,False,True,True,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,19.25,19.25,False
0927-LCSMG,Male,False,False,False,7,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,False,Mailed check,74.65,544.55,True
8628-MFKAX,Female,True,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),116.75,8277.05,False
7938-OUHIO,Male,False,False,False,3,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,98.7,293.65,True
7470-DYNOE,Male,False,False,False,53,True,No,DSL,No,No,Yes,No,No,Yes,One year,True,Electronic check,61.1,3357.9,False
2240-HSJQD,Male,False,False,True,38,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Mailed check,81.85,3141.7,False
2674-MIAHT,Female,False,False,False,4,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Mailed check,80.3,324.2,False
8390-FESFV,Female,False,False,False,62,True,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),84.5,5193.2,False
2273-QCKXA,Male,False,False,False,1,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,False,Mailed check,49.05,49.05,False
0239-OXEXL,Female,False,False,False,46,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,False,Mailed check,84.25,3847.6,False
0228-MAUWC,Male,False,False,False,19,True,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,False,Electronic check,59.55,1144.6,False
9297-EONCV,Female,False,False,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),91.35,6697.2,False
9650-VBUOG,Male,False,True,True,38,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.05,963.95,False
5569-IDSEY,Male,False,True,False,71,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),105.7,7472.15,False
3473-XIIIT,Female,False,True,False,16,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,100.0,1534.75,True
6425-YQLLO,Female,True,True,False,66,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,True,Credit card (automatic),105.95,6975.25,True
0094-OIFMO,Female,True,False,False,11,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.0,1120.3,True
7233-PAHHL,Male,False,True,True,66,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Mailed check,84.0,5714.25,False
5213-TWWJU,Male,False,False,False,28,True,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,False,Electronic check,91.0,2626.15,False
3751-KTZEL,Female,False,False,False,1,False,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,False,Mailed check,35.05,35.05,True
3831-YCPUO,Female,False,True,True,72,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),109.5,7854.9,False
2892-GESUL,Female,False,True,True,18,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.35,309.25,False
9732-OUYRN,Female,False,True,False,49,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),19.0,918.7,False
2080-CAZNM,Female,True,False,False,41,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,104.4,4133.95,False
0515-YPMCW,Male,False,False,True,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,70.45,70.45,True
1989-PRJHP,Male,True,True,False,27,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,75.5,1893.95,True
3675-EQOZA,Male,False,False,False,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.65,93.55,False
2144-ESWKO,Male,False,False,False,43,False,No phone service,DSL,Yes,No,Yes,No,No,No,One year,True,Credit card (automatic),35.2,1463.7,False
9308-ANMVE,Male,False,False,True,47,True,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,True,Electronic check,55.3,2654.05,False
8885-QSQBX,Female,False,False,False,1,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),49.55,49.55,False
9474-PHLYD,Female,False,False,False,15,True,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,True,Electronic check,59.45,892.65,True
1077-HUUJM,Female,False,False,True,7,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,71.05,472.65,False
4881-GQJTW,Male,False,False,False,14,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),19.6,300.4,False
3503-TYDAY,Female,False,True,False,43,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,False,Electronic check,80.45,3398.9,False
2683-BPJSO,Male,False,True,False,29,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,True,Electronic check,84.45,2467.1,True
4163-NCJAK,Female,False,True,False,46,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),24.45,1066.15,False
2229-VWQJH,Female,False,False,False,24,True,No,DSL,No,No,Yes,No,No,No,Month-to-month,True,Credit card (automatic),49.3,1233.25,False
5294-CDGWY,Male,False,True,True,51,False,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,False,Electronic check,59.3,3014.65,True
7781-EWARA,Male,False,True,True,70,False,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,False,Electronic check,60.35,4138.7,False
3566-VVORZ,Female,False,True,False,12,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),45.9,505.95,False
7526-IVLYU,Male,False,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.65,68.35,False
8058-JMEQO,Female,True,False,False,9,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,84.45,762.5,True
9938-EKRGF,Female,False,False,False,15,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,False,Mailed check,84.45,1287.85,False
0480-KYJVA,Female,False,True,True,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),24.25,1784.5,False
2495-TTHBQ,Female,False,False,True,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,20.4,84.75,False
7663-YJHSN,Female,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,True,Bank transfer (automatic),103.95,7556.9,False
7665-VIGUD,Male,False,False,False,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.35,176.3,False
6235-VDHOM,Female,True,False,False,5,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,False,Electronic check,28.45,131.05,True
7994-UYIVZ,Male,False,True,False,8,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),85.65,659.45,False
6712-OAWRH,Female,True,False,False,26,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,91.25,2351.8,True
2077-DDHJK,Female,False,True,False,68,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,False,Credit card (automatic),70.9,4911.35,False
4697-LUPSU,Male,False,True,True,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.2,34.75,False
3488-PGMQJ,Male,True,False,False,8,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,74.5,606.55,True
0030-FNXPP,Female,False,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.85,57.2,False
0952-KMEEH,Male,False,False,False,13,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,False,Mailed check,98.15,1230.25,True
7594-LZNWR,Male,True,False,False,34,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Credit card (automatic),69.15,2275.1,False
0769-MURVM,Female,False,True,True,72,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),65.7,4575.35,False
8706-HRADD,Male,False,False,False,21,False,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,True,Mailed check,43.55,1011.5,False
2873-ZLIWT,Female,False,True,True,40,True,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,True,Electronic check,84.85,3303.05,True
8208-EUMTE,Male,False,False,False,16,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,False,Mailed check,54.85,916.15,False
6933-FHBZC,Female,False,False,False,26,True,No,DSL,No,Yes,Yes,No,No,No,One year,True,Mailed check,56.05,1553.2,False
5536-RTPWK,Male,False,True,False,49,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),99.05,4853.75,True
3764-MNMOI,Male,False,False,False,46,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.2,908.15,False
5442-XSDCW,Male,False,True,True,11,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Bank transfer (automatic),79.5,868.5,True
5766-FTRTS,Male,False,True,False,72,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Mailed check,84.45,6033.1,False
6961-MJKBO,Male,False,False,False,47,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.45,943.0,False
5510-BOIUJ,Male,False,False,True,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.25,19.25,True
6917-YACBP,Female,True,False,False,59,True,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,True,Electronic check,89.75,5496.9,False
6461-SZMCV,Female,False,True,False,71,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),87.95,6365.35,False
7632-YUTXB,Female,False,True,True,25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.05,520.1,False
8915-NNTRC,Male,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,True,Credit card (automatic),107.7,7919.8,False
9700-ZCLOT,Male,False,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.0,32.7,False
4808-YNLEU,Female,False,True,False,35,True,No,DSL,Yes,No,No,No,Yes,No,One year,True,Bank transfer (automatic),62.15,2215.45,False
3324-OIRTO,Male,False,True,True,71,True,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),104.65,7288.4,False
6583-KQJLK,Female,True,True,False,15,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.65,1285.05,False
6870-ECSHE,Female,False,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.45,34.8,False
6985-HAYWX,Female,False,True,False,26,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,False,Bank transfer (automatic),79.3,2015.8,False
4184-TJFAN,Female,True,True,True,3,True,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,True,Mailed check,88.3,273.75,True
4039-PIMHX,Male,True,True,False,49,True,No,DSL,No,Yes,No,No,No,No,Two year,False,Mailed check,49.8,2398.4,False
0064-YIJGF,Male,False,True,True,27,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),75.75,1929.0,False
1763-WQFUK,Male,False,False,False,3,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Mailed check,50.5,147.75,False
1094-BKOSX,Female,False,True,True,45,False,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,False,Bank transfer (automatic),51.0,2264.5,False
5370-IIVVL,Male,False,False,False,37,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,True,Credit card (automatic),104.5,3778.0,False
1488-PBLJN,Female,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),116.85,8477.7,False
0516-UXRMT,Female,False,False,False,62,True,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,True,Electronic check,92.05,5755.8,False
8510-TMWYB,Female,False,True,True,54,True,Yes,DSL,No,Yes,Yes,No,No,No,Two year,True,Bank transfer (automatic),59.8,3246.45,False
6967-QIQRV,Male,False,True,True,15,True,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,False,Electronic check,101.9,1667.25,False
1349-WXNGG,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.05,20.05,True
1768-ZAIFU,Female,True,False,False,1,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,25.2,25.2,True
0336-KXKFK,Male,False,False,False,72,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),61.2,4390.25,False
8080-POTJR,Female,False,False,False,30,True,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,True,Credit card (automatic),79.3,2427.1,False
2190-BCXEC,Female,False,True,False,40,True,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,True,Credit card (automatic),78.85,3126.85,False
6253-GNHWH,Female,False,True,True,71,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,False,Mailed check,71.1,5224.95,False
2011-TRQYE,Male,False,False,False,18,False,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,True,Credit card (automatic),33.5,600.0,True
4987-GQWPO,Male,False,False,False,17,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Credit card (automatic),25.1,382.8,False
